Symbol,Price Level,Note,Foreground Color,Background Color,Text Alignment,Draw Note Price Horizontal Line,time,open,high,low,close,volume
CME_MINI:ES1!,5682.5,PDH,#ffffff,#FF00FF,right,TRUE,1746050400,5617.5,5682.5,5601.75,5623.25,1311691
CME_MINI:ES1!,5623.25,PDC,#ffffff,#FF00FF,right,TRUE,1746050400,5617.5,5682.5,5601.75,5623.25,1311691
CME_MINI:ES1!,5601.75,PDL,#ffffff,#FF00FF,right,TRUE,1746050400,5617.5,5682.5,5601.75,5623.25,1311691
CME_MINI:ES1!,5617.5,PDO,#ffffff,#FF00FF,right,TRUE,1746050400,5617.5,5682.5,5601.75,5623.25,1311691
